,Restaurant_ID,Restaurants_Name,Address,City,State,Postal_Code,Latitude,Longitude,Stars_Rating,Review_Count,Restaurants_Delivery,Outdoor_Seating,Accepts_CreditCards,Price_Range,Alcohol,Good_For_Kids,Reservations,Restaurants_TakeOut,WiFi,Good_For_Groups,Wheelchair_Accessible,Happy_Hour,Noise_Level,Dietary_Restrictions,Total_Estimate_Households_per_Zip,Total_Estimate_Married-couple_Family_households,Total_Estimate_Nonfamily_households,Median_Income(dollars),Mean_Income(dollars),Population
4737,t3yrFZ2bCBhWrY8c1zM9CQ,Sto's Bar & Restaurant,236 Market St,Philadelphia,PA,19106,39.95000813,-75.14469809,3.5,119,0,1,1,2,1,0,0,1,1,1,0,0,2,0,7625,2113,5180,116368,162885,11740
4739,6iHvWggONIDt8cKXJGz0VQ,The Madison,33 Lafayette St,Riverside,NJ,8075,40.0385656,-74.9607611,3.5,112,0,1,1,3,1,0,1,1,1,1,1,1,4,0,11098,5213,3511,75938,95800,28894
4741,gulmhPQkd69pDWnv10SBig,Nash's Hot Chicken,905 Central Ave,Saint Petersburg,FL,33705,27.77131178,-82.6469763,4.0,90,1,0,1,2,1,0,0,1,0,0,1,0,4,0,11210,3916,5193,56914,73087,26435
4743,xYm4-lEjgMkQWxrQLWXVpQ,Renzi's Pizzeria,2728 Orthodox St,Philadelphia,PA,19137,39.99804,-75.0744267,3.5,39,1,0,1,2,1,1,0,1,1,1,0,0,2,0,3105,1202,918,53750,68661,8638
4744,bsumxuX4XOeJGTmc_ttm7g,Small Batch Soups by Soupremacy,7 E Market St,Indianapolis,IN,46204,39.768342,-86.156959,4.0,305,1,1,1,1,1,1,0,1,1,0,1,0,2,0,4582,498,3999,73281,100517,5125
4745,dLXkx82ZMsR5NLkCRtg0Dw,La Bella Dolce Italia,628 S St,Philadelphia,PA,19147,39.9419585,-75.153177,4.5,41,1,0,1,1,1,1,1,1,1,1,1,0,4,0,18239,6207,10326,86147,128426,36228
4746,SHWhKFCLAMqbwNFdAohcMg,Rubio's,"3421 E Broadway Blvd, Ste 101",Tucson,AZ,85716,32.2220596,-110.9183912,3.5,83,1,1,1,1,1,1,0,0,1,1,0,0,4,0,15259,3927,9170,42147,60003,32853
4748,o0uODX3Ot6dkHn3_C49Wjw,Fletcher's Kitchen and Tap,6101 W Main St,Belleville,IL,62223,38.5519105,-90.0373295,4.0,77,0,1,1,2,1,1,1,1,1,1,1,0,4,0,7620,3285,3266,63193,77985,17560
4749,cGX-1IUwXOjkUqZbkKYcjw,Fogo de Chao,1337 Chestnut St,Philadelphia,PA,19107,39.9509166,-75.1629711,4.0,1426,1,1,1,4,1,0,1,1,0,1,0,1,4,0,7823,1743,5771,60676,91522,14875
4750,XTHUxyHgR7WEfdXgZIh3bA,Port of Subs,662 N Mccarran Blvd,Sparks,NV,89431,39.54045527,-119.7323204,3.5,30,1,0,1,1,1,1,0,1,0,1,0,0,1,0,15322,5782,5826,50233,63806,36189
4751,ODnBnY1yRXwhuWAWydVsCA,Lakeside Shopping Center,3301 Veterans Memorial Blvd,Metairie,LA,70002,30.00639676,-90.1572976,3.5,99,0,1,1,2,0,0,1,0,0,0,1,0,1,0,8954,3438,4225,56361,81822,18879
4752,KdQmzwomvjLiMzD4UnLzBA,New Aston Palace,3476 Concord Rd,Aston,PA,19014,39.8693879,-75.4291767,3.5,38,1,0,1,1,1,1,0,1,0,0,0,0,1,0,7688,4174,2251,89468,109389,21206
4753,cLxia5oKALmQ1HDWq0KPmw,Pin Wei,314C S Henderson Rd,King of Prussia,PA,19406,40.091403,-75.358891,4.0,274,1,0,1,2,1,1,1,1,0,1,0,0,4,0,11438,5682,4700,97305,114751,23441
4754,G2_1Q5TnESlgdQDufHtqIw,Steve's Grilled Cheese and Quesadilla Company,22 High St E,Glassboro,NJ,8028,39.7023535,-75.111095,4.0,101,1,0,1,1,1,1,0,1,0,1,1,0,3,0,6696,3282,2253,75189,87171,20078
4755,#NAME?,La Hacienda Mexicana,5537 Sheldon Rd,Tampa,FL,33615,27.999223,-82.582352,4.0,98,1,0,1,1,1,1,0,1,1,1,0,1,4,0,18028,7440,6638,53516,73973,43453
4757,eFn-8QlFGdkT_B-bWigtFQ,Rose Cafe,424 E Haley St,Santa Barbara,CA,93101,34.4215541,-119.6901188,4.0,115,0,0,1,2,1,1,0,1,1,1,0,0,4,0,13296,4177,6819,62925,91126,31683
4758,ZdXqFA7NLIcRATmaEn93jA,Doc's Deli,61 Hartley Rd,Lansdowne,PA,19050,39.9424465,-75.2653029,4.5,103,1,0,1,1,1,1,0,1,0,1,0,0,4,0,11225,3574,4729,54935,71259,28073
4761,4yZaF0Nbx36DDwT2myLGSw,Salad Society & Society of Burgers,137 Egg Harbor Rd,Sewell,NJ,8080,39.77981899,-75.09813065,4.0,71,1,1,1,1,1,1,0,1,1,1,0,0,4,0,13425,8353,3116,107566,127108,37433
4762,spREbE7IPdKC5pH5rpE2Nw,Umie's Steaks,107 East County Line Rd,Ardmore,PA,19003,40.0020655,-75.2968522,4.5,42,1,0,1,1,1,1,1,1,1,0,0,0,1,0,5665,2805,2250,105061,135760,12519
4763,jN7KejVgn8InEhyA0UZwYQ,Sfizio Pizza,1032 US Hwy 206,Bordentown,NJ,8505,40.135671,-74.704738,3.5,30,1,0,1,1,1,1,0,1,0,1,1,0,4,0,6729,3263,2192,95776,116164,17736
4765,8G82J5UvcQ-Lj-GH6g_0GQ,Egg Style,3980 Tampa Rd,Oldsmar,FL,34677,28.036298,-82.657912,3.0,50,0,1,1,2,1,1,1,1,1,1,0,0,4,0,8566,4188,2925,69861,100486,20842
4766,kdqoDMuvyNedsouc1i33vQ,Araña Taqueria y Cantina,3242 Magazine St,New Orleans,LA,70115,29.923406,-90.087485,3.5,312,1,1,1,2,1,1,1,1,1,1,1,1,4,0,14847,5248,8000,77961,119724,31695
4767,jLoQf_d2DmBGTlccjkpEIA,Jimmy John's Pipin Hot Sandwiches,1507 Wilmington Pike,West Chester,PA,19382,39.8904228,-75.5540304,4.0,121,0,0,1,1,1,1,1,1,1,1,1,0,4,0,20429,10896,7580,104232,143574,52388
4769,P_TAcTKHmzQI4OPBDi7UFQ,Bevi Seafood,4701 Airline Dr,Metairie,LA,70001,29.976033,-90.1822793,4.0,107,1,0,1,2,1,1,0,1,1,1,1,0,2,0,16638,6475,7575,56724,74980,37996
4771,TSKCK51GymAsxiA-kx-RiA,Butchertown Hall,1416 4th Ave N,Nashville,TN,37208,36.1797909,-86.7890357,4.0,759,0,1,1,2,1,0,1,1,1,1,1,1,4,0,8415,1787,4760,47903,74491,16067
4774,FwUab2aMIYicTp6v5j8xKg,Jeffersonville Diner,236 Egypt Rd,Norristown,PA,19403,40.1313543,-75.3931232,2.5,46,1,0,1,2,1,1,0,1,1,1,0,0,1,0,18879,9749,7193,85248,107812,44260
4775,jczcj0QDuSF8L0eHgc8b8Q,Pho Barclay,65 Barclay Pavilion,Cherry Hill,NJ,8034,39.91037882,-74.99721943,3.5,201,1,0,1,1,1,1,1,1,1,1,1,0,4,0,7233,3665,2457,95248,114885,18151
4776,NjD-V9pdH7_V8Y8PGl-csw,Townsend,2121 Walnut St,Philadelphia,PA,19103,39.951097,-75.176542,4.5,246,1,0,1,3,1,0,1,1,1,1,0,0,1,0,15765,3571,11832,79110,134268,21908
4777,1vLZFm0f85DwB5jCeA7Olg,Sir Veza's Taco Garage,4699 E Speedway Blvd,Tucson,AZ,85712,32.2365123,-110.8930255,3.0,166,0,1,1,2,1,1,1,1,1,1,0,1,3,0,16384,4093,9558,37524,53990,32666
4778,yd6ZulvZinZJbmD7Vg3XAA,Tasso,342 E State St,Eagle,ID,83616,43.6953966,-116.3507457,4.5,103,0,1,1,2,1,0,0,1,1,1,1,1,1,0,11230,7612,2444,89603,131663,22780
4779,OT3wgKIbYzQywdFZCoubPw,LP Bistro,,Kenner,LA,70062,29.98536301,-90.2529588,1.5,49,0,0,1,2,1,0,0,1,1,0,0,0,4,0,5681,2119,1975,43788,58138,17095
4782,odqgXlLcuedUMyD8Aetwfg,California Pizza Kitchen - Cherry Hill,"2000 Rte 38, Ste 1025, Cherry Hill Mall",Cherry Hill,NJ,8002,39.940374,-75.023539,3.0,102,1,1,1,2,1,1,1,1,1,1,0,0,4,0,8684,4254,3080,85291,109609,22274
4786,a_gAQfVy9Op95AGdZ7PFXA,McDonald's,347 S Gulfview Blvd,Clearwater Beach,FL,33767,27.97195172,-82.8292235,2.0,41,1,1,1,1,1,1,0,1,1,1,0,0,4,0,4049,2123,1706,87340,143679,8007
4788,loWCMkmjtxyyEQqnb9l5_w,Taziki's Mediterranean Cafe - Clearwater,2649 Ulmerton Rd,Clearwater,FL,33762,27.89441006,-82.66920399,4.0,198,1,1,1,2,1,1,0,1,1,1,1,0,2,0,2633,1124,1313,67134,96260,8499
4790,ONlmxkw9jwZytY2IDZIINQ,Sweet Sensation Donuts,"1735 W Franklin Rd, Ste 120",Meridian,ID,83642,43.6042177,-116.4154782,4.5,99,0,0,1,1,0,0,0,1,0,0,1,0,1,0,17854,10414,5003,75708,95807,37008
4792,PzTnZPaDVLMXkFl6EQfULw,Luigi's Family Restaurant & Pizzeria,5 N Black Horse Pike,Runnemede,NJ,8078,39.8487906,-75.0731834,2.5,64,1,1,1,2,1,1,0,1,1,1,0,0,4,0,3123,1335,1125,71495,83081,8385
4794,jdIPXnEc7zOggtIWqoN6EA,Gaslight Inn,2280 S Meridian St,Indianapolis,IN,46225,39.7349394,-86.1592123,4.5,37,0,1,1,1,1,0,0,1,1,1,0,0,2,0,2163,516,1141,35694,47294,7319
4801,QcSUVRH1wJW0qRuZ7A73Mg,Logan Square Pizza & Grill,161 N 21st St,Philadelphia,PA,19103,39.9575789,-75.17410885,3.5,73,1,1,1,1,1,1,0,1,1,1,1,0,4,0,15765,3571,11832,79110,134268,21908
4803,oMhac-1d24apoRDQNxvKew,The Gas Lamp Restaurant and Bar,101 E Pueblo St,Reno,NV,89502,39.511227,-119.8051,4.0,353,0,0,1,2,1,1,1,0,0,1,0,1,4,0,18616,6344,8448,48782,65655,43566
4804,iZNR8-rqsBL2afDk4Zxe8A,Koch's Deli,4309 Locust St,Philadelphia,PA,19104,39.95395627,-75.20972418,4.0,260,1,0,1,2,1,1,0,1,0,0,0,0,4,0,16508,2296,10575,28603,46430,51808
4805,#NAME?,Morelia Mexican Restaurant & Bar,4617 Ogletown Stanton Rd,Newark,DE,19713,39.6854212,-75.6802016,3.5,69,1,0,1,2,1,1,1,1,1,1,1,1,2,0,11688,4771,4859,59030,75486,30408
4806,jzd6tUCIYEitbQqASionpA,Undrgrnd Donuts,,Philadelphia,PA,19104,39.9583587,-75.1953934,4.0,39,0,1,1,1,1,1,0,1,0,1,0,0,4,0,16508,2296,10575,28603,46430,51808
4807,RQhkLCRwYCl_7wbGCll8gw,Liberty Union Bar & Grill,325 Simpson Dr,Chester Springs,PA,19425,40.07708215,-75.68756514,3.5,134,1,1,1,2,1,1,1,1,1,1,0,1,4,0,5402,4045,759,177641,220795,13922
4808,3GiKMhNkarh9jxe_6dDE9g,Juan's Mexican Grill,671 Alderman Rd,Palm Harbor,FL,34683,28.09391396,-82.7718399,4.0,40,1,1,1,1,1,1,0,1,0,0,0,0,1,0,13380,7126,4340,70375,92555,31268
4809,VTx3qBeLMNFmBpcUFVNlQg,The Pfunky Griddle,2800 Bransford Ave,Nashville,TN,37204,36.1164148,-86.7659726,3.5,369,0,1,1,2,1,1,0,1,1,1,0,0,4,0,6080,2403,3122,89954,148770,12031
4810,lUHztzYjhD743ZuOQvgyMg,Miyabi Restaurant,243 S 10th St,Philadelphia,PA,19107,39.94701566,-75.15760623,3.5,62,1,0,1,2,1,1,1,1,0,1,0,0,1,0,7823,1743,5771,60676,91522,14875
4812,mYLrscwJfSJIlEyN57Lh6w,Kooma,123 N Church St,West Chester,PA,19380,39.9605708,-75.6067955,3.5,133,1,1,1,2,1,0,1,1,1,1,0,0,1,0,20999,11647,7482,106738,136205,49534
4814,fpqicay5D12OiImVqpEzGQ,Jimmy John's,"4301 Veterans Blvd, Ste A",Metairie,LA,70006,30.0054304,-90.1802113,3.5,80,1,0,1,1,1,1,0,1,0,1,1,0,4,0,6223,2964,2064,67321,82738,15703
4816,HosFGRQSBCdAPSMCojaPCQ,Trattoria Vittorio - Pottsown,50 Glocker Way,Pottstown,PA,19465,40.2091465,-75.6571731,3.5,36,0,1,1,2,1,1,1,1,0,1,0,0,4,0,6833,4100,1752,86875,121033,17038
4817,3XRHR2IZ7yd3FDAogps20A,Jimmy's Pita & Poke,"845 E University Blvd, Ste 175",Tucson,AZ,85719,32.23182427,-110.9585207,4.5,183,1,1,1,1,1,1,0,1,1,1,1,0,4,0,18119,3526,12170,34013,48571,43989
4819,FxeakFEI6gObK0CxcOft-A,Manhattan Jack,4930 Prytania St,New Orleans,LA,70115,29.92444992,-90.10863495,3.5,155,0,1,1,2,1,1,0,1,1,1,0,0,4,0,14847,5248,8000,77961,119724,31695
4820,4_aTe0pDy0QDvLmwrARA9w,Wilhelm Family Vineyards Tasting & Tapas at Ventana,"5425 N Kolb Rd, Ste 119",Tucson,AZ,85750,32.30547931,-110.8445537,4.0,30,0,1,0,1,0,0,0,0,0,0,0,0,1,0,11562,6116,4747,84191,130514,24161
4822,RjPfO7a5IoGcAljTL9ZxBw,Sunrise Cafe Indy,320 N Meridian St,Indianapolis,IN,46204,39.771881,-86.158416,3.5,40,0,0,1,1,1,1,1,1,1,1,1,0,1,0,4582,498,3999,73281,100517,5125
4823,V1ZN0CuQ0xfGzmHZLJ_v8w,Copper Branch,601 Church St,Nashville,TN,37219,36.16239688,-86.7816008,4.0,49,1,0,1,2,1,0,0,1,1,1,1,0,4,0,777,137,640,85463,87750,1162
4825,1NpJcoks6ZtGKcE4Om_2Ig,Mama's Hawaiian Bar-B-Cue,8300 N Thornydale Rd,Tucson,AZ,85741,32.35717399,-111.0458206,3.5,102,1,0,1,1,1,1,0,1,1,1,0,0,4,0,13989,5663,5499,63092,73330,32998
4826,cHKPqkGrAB3l1KP9eIgcVg,Dos Margaritas,4 Industrial Park Dr,Hendersonville,TN,37075,36.3059157,-86.6361966,3.5,61,0,1,1,1,1,1,0,1,1,1,1,0,4,0,24850,14487,6772,77320,104158,59256
4827,VrcIYAsfBknPDpiuzKZ3Ug,Tomo Sushi & Sashimi,"7050 Terminal Sq, Fl 2",Upper Darby,PA,19082,39.9612428,-75.2628949,4.5,99,1,0,1,2,1,1,0,1,0,1,0,0,4,0,15251,5637,5129,45569,62906,40997
4830,UBj0aJ6FfMR4tdvRbQ3KSA,McDonald's,3935 Walnut St,Philadelphia,PA,19104,39.954342,-75.202337,1.5,89,1,0,1,1,1,1,0,1,1,1,0,0,4,0,16508,2296,10575,28603,46430,51808
4832,pA3JiXuf_3UUtzxF71gdig,New York Buffet,8503 W Hillsborough Ave,Tampa,FL,33615,27.9972359,-82.579427,2.0,34,0,0,1,2,1,1,0,1,1,0,0,0,4,0,18028,7440,6638,53516,73973,43453
4833,J7_B_oDTGbFm4fe0Uy--lQ,Taste Cafe & Marketplace,5164 N College Ave,Indianapolis,IN,46205,39.8466138,-86.1460946,3.5,398,1,1,1,2,1,1,0,1,0,1,0,0,4,0,11857,3414,6243,52068,79951,25356
4835,lPperLiGwJVEr9n8LfGZ5g,The Appetite Repair Shop,400 Vallette St,New Orleans,LA,70114,29.9520172,-90.0488432,4.5,46,1,0,1,2,1,1,0,1,0,0,0,0,3,0,9140,2198,4714,33490,51590,22870
4836,il7OHZhFGo8k4U80QYdeyQ,MickeyRay's,395 W State St,Eagle,ID,83616,43.6948441,-116.3597765,3.0,44,1,1,1,2,1,1,0,1,0,1,0,0,4,0,11230,7612,2444,89603,131663,22780
4837,wB2KlEL6sGW1LCIKNnj4sQ,QDOBA Mexican Eats,"13165 US 301, Ste G1",Riverview,FL,33578,27.7936481,-82.335416,3.5,56,1,1,1,1,1,1,0,1,1,1,0,0,4,0,20742,8818,7575,65142,77903,36693
4839,wNuyxdg5wGoMFG19k1j59Q,D'Mexican,6630 Central Ave,St. Petersburg,FL,33707,27.7705478,-82.7292666,4.0,187,1,0,1,2,1,1,1,1,1,1,1,1,2,0,12512,4411,6571,51861,74263,24599
4840,J36em-jyd2inHyXC20jtXA,Tiffin,710 W Girard Ave,Philadelphia,PA,19123,39.9701111,-75.1486779,3.5,304,1,0,1,2,1,1,1,1,1,1,1,0,4,0,8565,2020,5678,77111,106137,13416
4841,8ZbU_9dTxfbQ_0rTk21Uvg,The Milk House,37 S 19th St,Philadelphia,PA,19103,39.9523399,-75.1715586,3.5,50,1,0,1,2,1,1,0,1,0,1,0,1,1,0,15765,3571,11832,79110,134268,21908
4842,NFWczFFz9FWlTzdtx7ODqQ,14 West Restaurant & Suites,14 W Maryland,Indianapolis,IN,46204,39.7659,-86.158875,3.5,56,0,1,1,3,1,0,1,1,1,1,0,0,1,0,4582,498,3999,73281,100517,5125
4843,Y_kXztsFC7l0mMQAYXNkNA,Z Grille,104 2nd St S,St Petersburg,FL,33701,27.770123,-82.6352532,3.5,238,1,1,1,2,1,0,1,1,0,1,0,1,4,0,9120,2230,6371,46786,87867,15014
4845,gjSygHjeDCDCPsCdFiyW3Q,Heelok Chinese Restaurant,"1613 Rt 38, Ste 6",Lumberton,NJ,8048,39.98296291,-74.79040303,4.0,60,1,0,1,1,1,1,0,1,1,1,0,0,1,0,4735,2504,1429,106581,130724,12495
4847,59hbaCuGsGbPYbq5QBkaKA,The Flying Pig Saloon,121 E King St,Malvern,PA,19355,40.0368874,-75.5129515,4.0,223,0,0,1,2,1,0,0,1,1,1,0,0,3,0,10090,6457,2800,133686,187043,24760
4849,mGC1Y1DSWO9Nkg1aF9sqsA,Lorenzo's Ristorante,15 E Maryland St,Indianapolis,IN,46204,39.7656485,-86.1578859,3.5,61,0,0,1,2,1,0,1,1,1,1,0,1,1,0,4582,498,3999,73281,100517,5125
4850,4xBkP-W_WaOzBiP8yD7yvg,The Nugget Bar and Grill,21 W Victoria St,Santa Barbara,CA,93101,34.4235244,-119.7062478,4.0,54,0,1,1,2,1,1,0,1,1,1,1,1,4,0,13296,4177,6819,62925,91126,31683
4851,XwYto9SO62BfzpC4ZRCFSg,Vita Bella,"1570 Egypt Rd, Ste 270",Phoenixville,PA,19403,40.1332187,-75.4527638,3.5,32,0,0,1,2,1,1,1,1,0,1,1,0,2,0,18879,9749,7193,85248,107812,44260
4852,E8tiSAB6O4TPeVdKR0K5Ug,Rusty's Pizza Parlor,414 N Milpas St,Santa Barbara,CA,93103,34.4259023,-119.6843914,3.0,89,1,0,1,1,1,1,0,1,0,1,1,0,4,0,8194,3426,3314,84853,132474,20249
4853,3966MAWoL1GbB8Zjvspx1g,Urban Enoteca,"135 S 17th St, Latham Hotel Philadelphia",Philadelphia,PA,19103,39.9501753,-75.1690403,3.0,34,0,0,1,2,0,0,1,1,0,1,0,1,4,0,15765,3571,11832,79110,134268,21908
4855,5qQDuBFzK-Y3m3viZ2LxPg,Grandma Tony's Pizza,"7878 E Wrightstown Rd, Ste 150",Tucson,AZ,85715,32.24995295,-110.8240804,4.0,40,1,0,1,2,1,1,0,1,1,0,0,0,1,0,8792,4092,3483,71949,94499,17702
4858,t1KiSVmxADW1LaxA2Wtj9g,Dreamers Cafe,"1312 Philadelphia Pike, Ste 2",Wilmington,DE,19703,39.781802,-75.481987,4.0,32,0,0,1,1,1,1,0,1,0,1,0,0,1,0,6250,2522,2763,60841,76003,14471
4861,w55VlTgAoRXPnqFte3j9ew,Revolution Taco,2015 Walnut St,Philadelphia,PA,19103,39.9507589,-75.1743401,4.0,276,1,1,1,2,1,1,0,1,0,0,0,0,4,0,15765,3571,11832,79110,134268,21908
4864,KH9ghKDytIlUwlkEioqreg,Nabruzzi Trattoria,6062 Van Dyke Rd,Lutz,FL,33558,28.1276495,-82.5414392,4.5,398,1,0,1,2,1,1,1,1,1,1,1,0,4,0,9168,5367,2532,85281,121853,20064
4865,0-PClaUWGphUvuTH8wQ51w,Bloomsday Cafe,414 S 2nd St,Philadelphia,PA,19147,39.9427774,-75.1456566,4.5,73,1,1,1,2,1,0,1,1,1,0,1,1,4,0,18239,6207,10326,86147,128426,36228
4867,Mv0BYm3gQlFM7M7W6ovmqg,Dunya Kabab Restaurant,2521 Nolensville Pike,Nashville,TN,37211,36.1175728,-86.748915,4.0,33,1,0,1,1,1,1,1,1,1,1,0,0,1,0,29353,11228,13064,59075,75023,74755
4868,ohWH383r60AREWh-aphpSw,Iron Hill Brewery & Restaurant,8400 Germantown Ave,Philadelphia,PA,19118,40.0750694,-75.2055144,3.5,384,1,1,1,2,1,1,1,1,1,1,0,1,4,0,4651,2076,2235,85766,148898,9808
4871,t6gPcWX0CGkMR0AM1lCazw,Tostones,5831 Memorial Hwy,Town n Country,FL,33615,27.9845472,-82.5688359,4.5,30,1,0,0,1,0,1,0,1,0,0,0,0,1,0,18028,7440,6638,53516,73973,43453
4872,ZNMLzDtpAr-EBqc5hITIaQ,The Halal Guys Nashville,"7618 Hwy 70 S, Ste 101",Nashville,TN,37221,36.0804596,-86.94857222,3.5,64,1,0,1,2,1,1,0,1,1,1,0,0,1,0,18140,8702,7396,85933,103715,36610
4874,O1u8PhvaHlWQccm7reGQpw,Sonny's BBQ,30503 US Hwy 19 North,Palm Harbor,FL,34684,28.049838,-82.737646,3.5,105,1,1,1,2,1,1,0,1,0,1,0,0,2,0,13173,5854,5766,56682,76217,25847
4877,i4JUqRIVCKORDeKKq_Ul8g,Applebee's Grill + Bar,"10601 County Line Rd, Seven Hills Medical and Professional Center, Seven Hills Medical and Professional Center",Spring Hill,FL,34609,28.434359,-82.542541,3.0,36,1,1,1,2,1,1,0,1,0,1,0,1,1,0,16170,9300,4327,57924,71711,37129
4878,9740uBf31ch5X6A2ALTOjw,Wakin' Bakin',3625 Prytania St,New Orleans,LA,70115,29.9260671,-90.0938981,4.5,79,1,1,1,1,1,0,1,1,1,1,0,1,1,0,14847,5248,8000,77961,119724,31695
4880,hdsSqJ6XotB8LUyWjM0LKQ,Poke-chan,2809 St Claude Ave,New Orleans,LA,70117,29.96875792,-90.04784781,4.5,134,1,1,1,2,1,1,0,1,1,1,1,0,1,0,11998,2259,7592,29663,52476,23389
4882,gCY8fTYSpbSLl-eeSbdj9g,Beef 'O' Brady's,15784 N Dale Mabry Hwy,Tampa,FL,33618,28.096954,-82.5038868,3.5,47,1,1,1,2,1,1,0,1,1,1,1,0,2,0,12100,5819,4724,68245,106081,25570
4884,LBDIwmGed02sn5Z5CFIyPQ,Quality Taste Jamaican Restaurant,4002 Lancaster Ave,Philadelphia,PA,19104,39.9631567,-75.20264,4.0,112,1,0,1,1,1,1,0,1,1,0,0,0,4,0,16508,2296,10575,28603,46430,51808
4885,qwOHMS_GcwDMY8z55_naUQ,Cosi,50 Yorktown Plz,Elkins Park,PA,19027,40.07754603,-75.13069153,3.0,56,0,0,1,1,1,1,0,1,1,1,0,0,4,0,8041,3843,2806,82494,114753,19067
4886,kVYEK0jYINAMHfLY4r3PKA,T-Swirl Crepe,33 N Main St,Doylestown,PA,18901,40.3107254,-75.1304918,4.5,36,0,1,1,1,1,1,1,1,1,1,1,0,1,0,10486,5469,3860,103626,133441,27598
4890,R2Op7kh_aKu8wM3HeSjfPw,Manhattan Pizzeria,6225 W 56th St,Indianapolis,IN,46254,39.85229,-86.26954012,4.5,90,1,0,1,1,1,1,0,1,1,1,0,0,2,0,15672,4929,6951,46693,66661,38095
4891,JbJmkmPZtz9OlKcs2pUTaA,Alexanders Cafe,7909 Park Ave,Elkins Park,PA,19027,40.0720195,-75.127575,4.5,54,0,1,1,2,1,1,1,1,0,1,0,0,4,0,8041,3843,2806,82494,114753,19067
4894,wSacmuwjiNWEgyfqtIroHg,Umai Sushi,1712 Missouri Ave N,Largo,FL,33770,27.932862,-82.786858,4.0,92,1,0,1,2,1,1,0,1,1,1,0,1,1,0,11561,4295,5694,47908,66174,25281
4895,GGgYoWnKOpRQ3S0Yl14uDw,Meltkraft At Reading Terminal Market,51 N 12th St,Philadelphia,PA,19107,39.953223,-75.1588819,4.0,283,1,0,1,1,1,1,0,1,1,1,0,0,3,0,7823,1743,5771,60676,91522,14875
4896,Isw145X5g5kpZblQ4BxE9g,Thai 2 Go,355 Lyceum Ave,Philadelphia,PA,19128,40.029868,-75.218742,3.0,73,1,0,1,1,1,1,0,1,0,0,0,0,1,0,16980,6799,8312,76854,95665,35239
4899,vF_QwGltBpVesMMGclzB9Q,Pizzeria Stella,420 S 2nd St,Philadelphia,PA,19147,39.94242471,-75.14568239,4.0,601,1,1,1,2,1,1,0,1,0,1,0,0,4,0,18239,6207,10326,86147,128426,36228
4901,FFZBY9XPSNNrZZdBds1TfQ,Maido,36 N Narberth Ave,Narberth,PA,19072,40.0052451,-75.2600188,4.0,37,0,0,1,1,1,1,0,1,1,0,0,0,1,0,4121,2443,1246,131685,209007,9539
4902,bncTqUdA8ZPcUkDDmUbqyA,Iron Hill Brewery & Restaurant,3 West Gay St,West Chester,PA,19380,39.960528,-75.605486,3.5,353,1,1,1,2,1,1,1,1,1,1,1,1,3,0,20999,11647,7482,106738,136205,49534
4903,ggjaTiSkck_Xo76uR3agBA,Cocco's Pizza,2430 Dutton Mill Rd,Aston,PA,19014,39.86361335,-75.41727866,3.5,69,1,0,1,2,1,1,0,1,1,1,0,1,4,0,7688,4174,2251,89468,109389,21206
4907,5yeL75bFLZlGB6dUfwCIQw,Cotoletta Fitler Square,2227 Pine St,Philadelphia,PA,19103,39.9474735,-75.1791848,4.0,75,1,1,1,1,1,0,1,1,0,0,0,1,4,0,15765,3571,11832,79110,134268,21908
4909,FYV7zb2yau9DzN3AT-n-fw,4 Seasons Food Market,236 S 21st St,Philadelphia,PA,19103,39.9498972,-75.176164,4.5,52,1,0,1,1,1,1,0,1,1,0,0,0,1,0,15765,3571,11832,79110,134268,21908
4910,#NAME?,Mondo,1 Terminal Dr,Kenner,LA,70062,29.99106,-90.259222,2.5,30,0,0,0,2,0,0,0,1,0,0,0,0,1,0,5681,2119,1975,43788,58138,17095
4911,KyYPr8QLWpYYfKi0wKqeqQ,King David Dogs,"135 N Pennsylvania St, Ste 150",Indianapolis,IN,46204,39.7694649,-86.15567,4.0,83,1,0,1,1,1,1,0,1,1,1,0,0,4,0,4582,498,3999,73281,100517,5125
4912,CUWituEeIX3xA0xU7X82Ow,Brasil Arts Cafe,"1230 State St, Ste C",Santa Barbara,CA,93101,34.4241338,-119.7053847,4.0,360,1,1,1,2,1,1,1,1,1,1,1,1,4,0,13296,4177,6819,62925,91126,31683
4914,xIz9cCuddNbDUcItCo5V0g,Silver Creek Saloon & Grill,2520 Mascoutah Ave,Belleville,IL,62220,38.50647,-89.9308159,3.0,71,1,1,1,2,1,1,1,1,1,1,1,0,3,0,7521,3097,3232,56486,69202,20504
4915,7-phzLGvYk5BLzs-3r5voQ,Acropolis,3841 Veterans Blvd,Metairie,LA,70002,30.004759,-90.170533,4.5,188,1,0,1,2,1,1,0,1,1,0,1,0,4,0,8954,3438,4225,56361,81822,18879
4916,G8H-8KnMFjS4bHtTBX9t7A,Hibachi Buffet,13151 N Dale Mabry Hwy,Tampa,FL,33618,28.066161,-82.501268,2.0,140,0,0,1,2,1,1,0,1,0,1,0,0,4,0,12100,5819,4724,68245,106081,25570
4917,lYQKK4KG7z4jMqMBVVfTNg,Taqueria Doña Maria,865 Lithia Pinecrest Rd,Brandon,FL,33511,27.92558536,-82.27082262,3.5,146,1,1,1,2,1,1,1,1,1,1,0,1,4,0,22334,9691,7955,61149,79120,52003
